KEY,PREF,CITY,KCITY,RCOM,CITY_NAME,KCITY_NAME,CROP,CULTIVAR,YEAR,EXTENT
2610100000,26,101,0,0,Kita,,RICE,other,2017,4790
2610100000,26,101,0,0,Kita,,RICE,other,2018,4450
2610100000,26,101,0,0,Kita,,RICE,other,2019,4120
2610100000,26,101,0,0,Kita,,RICE,other,2020,3810
2610100000,26,101,0,0,Kita,,RICE,other,2021,3750
2610100000,26,101,0,0,Kita,,RICE,other,2022,3640
2610100000,26,101,0,0,Kita,,VEG,,2023,21280
2610100000,26,101,0,0,Kita,,VEG,,2022,21260
2610100000,26,101,0,0,Kita,,VEG,,2021,21620
2610100000,26,101,0,0,Kita,,VEG,,2020,21740
2610100000,26,101,0,0,Kita,,VEG,,2019,21780
2610100000,26,101,0,0,Kita,,VEG,,2018,21820
2610100000,26,101,0,0,Kita,,VEG,,2017,21880
2610300000,26,102,0,0,Kamigyo,,VEG,,2023,480
2610300000,26,102,0,0,Kamigyo,,VEG,,2022,530
2610300000,26,102,0,0,Kamigyo,,VEG,,2021,530
2610300000,26,102,0,0,Kamigyo,,VEG,,2020,530
2610300000,26,102,0,0,Kamigyo,,VEG,,2019,520
2610300000,26,102,0,0,Kamigyo,,VEG,,2018,530
2610300000,26,102,0,0,Kamigyo,,VEG,,2017,530
2610300000,26,103,0,0,Sakyo,,RICE,other,2017,8820
2610300000,26,103,0,0,Sakyo,,RICE,other,2018,8170
2610300000,26,103,0,0,Sakyo,,RICE,other,2019,7830
2610300000,26,103,0,0,Sakyo,,RICE,other,2020,7600
2610300000,26,103,0,0,Sakyo,,RICE,other,2021,7530
2610300000,26,103,0,0,Sakyo,,RICE,other,2022,7300
2610300000,26,103,0,0,Sakyo,,VEG,,2023,12090
2610300000,26,103,0,0,Sakyo,,VEG,,2022,12050
2610300000,26,103,0,0,Sakyo,,VEG,,2021,12080
2610300000,26,103,0,0,Sakyo,,VEG,,2020,12170
2610300000,26,103,0,0,Sakyo,,VEG,,2019,12140
2610300000,26,103,0,0,Sakyo,,VEG,,2018,12190
2610300000,26,103,0,0,Sakyo,,VEG,,2017,12210
2610400000,26,104,0,0,Nakagyo,,RICE,other,2017,130
2610400000,26,104,0,0,Nakagyo,,RICE,other,2018,110
2610400000,26,104,0,0,Nakagyo,,RICE,other,2019,100
2610400000,26,104,0,0,Nakagyo,,RICE,other,2020,140
2610400000,26,104,0,0,Nakagyo,,RICE,other,2021,140
2610400000,26,104,0,0,Nakagyo,,RICE,other,2022,140
2610400000,26,104,0,0,Nakagyo,,VEG,,2023,280
2610400000,26,104,0,0,Nakagyo,,VEG,,2022,290
2610400000,26,104,0,0,Nakagyo,,VEG,,2021,290
2610400000,26,104,0,0,Nakagyo,,VEG,,2020,290
2610400000,26,104,0,0,Nakagyo,,VEG,,2019,290
2610400000,26,104,0,0,Nakagyo,,VEG,,2018,290
2610400000,26,104,0,0,Nakagyo,,VEG,,2017,290
2610500000,26,105,0,0,Higashiyama,,RICE,other,2017,0
2610500000,26,105,0,0,Higashiyama,,RICE,other,2018,0
2610500000,26,105,0,0,Higashiyama,,RICE,other,2019,0
2610500000,26,105,0,0,Higashiyama,,RICE,other,2020,0
2610500000,26,105,0,0,Higashiyama,,RICE,other,2021,0
2610500000,26,105,0,0,Higashiyama,,RICE,other,2022,0
2610600000,26,106,0,0,Shimogyo,,RICE,other,2017,400
2610600000,26,106,0,0,Shimogyo,,RICE,other,2018,320
2610600000,26,106,0,0,Shimogyo,,RICE,other,2019,350
2610600000,26,106,0,0,Shimogyo,,RICE,other,2020,360
2610600000,26,106,0,0,Shimogyo,,RICE,other,2021,340
2610600000,26,106,0,0,Shimogyo,,RICE,other,2022,320
2610600000,26,106,0,0,Shimogyo,,VEG,,2023,690
2610600000,26,106,0,0,Shimogyo,,VEG,,2022,700
2610600000,26,106,0,0,Shimogyo,,VEG,,2021,740
2610600000,26,106,0,0,Shimogyo,,VEG,,2020,790
2610600000,26,106,0,0,Shimogyo,,VEG,,2019,790
2610600000,26,106,0,0,Shimogyo,,VEG,,2018,790
2610600000,26,106,0,0,Shimogyo,,VEG,,2017,770
2610700000,26,107,0,0,Minami,,RICE,other,2017,5760
2610700000,26,107,0,0,Minami,,RICE,other,2018,5260
2610700000,26,107,0,0,Minami,,RICE,other,2019,5230
2610700000,26,107,0,0,Minami,,RICE,other,2020,5040
2610700000,26,107,0,0,Minami,,RICE,other,2021,5080
2610700000,26,107,0,0,Minami,,RICE,other,2022,4900
2610700000,26,107,0,0,Minami,,VEG,,2023,11850
2610700000,26,107,0,0,Minami,,VEG,,2022,12260
2610700000,26,107,0,0,Minami,,VEG,,2021,12900
2610700000,26,107,0,0,Minami,,VEG,,2020,13350
2610700000,26,107,0,0,Minami,,VEG,,2019,13350
2610700000,26,107,0,0,Minami,,VEG,,2018,13370
2610700000,26,107,0,0,Minami,,VEG,,2017,13440
2610801000,26,108,1,0,Ukyo,Ukyo,RICE,other,2017,12770
2610801000,26,108,1,0,Ukyo,Ukyo,RICE,other,2018,12340
2610801000,26,108,1,0,Ukyo,Ukyo,RICE,other,2019,12220
2610801000,26,108,1,0,Ukyo,Ukyo,RICE,other,2020,12300
2610801000,26,108,1,0,Ukyo,Ukyo,RICE,other,2021,12000
2610801000,26,108,1,0,Ukyo,Ukyo,RICE,other,2022,12310
2610802000,26,108,2,0,Ukyo,Kuroda,RICE,other,2017,611
2610802000,26,108,2,0,Ukyo,Kuroda,RICE,other,2018,598
2610802000,26,108,2,0,Ukyo,Kuroda,RICE,other,2019,589
2610802000,26,108,2,0,Ukyo,Kuroda,RICE,other,2020,586
2610802000,26,108,2,0,Ukyo,Kuroda,RICE,other,2021,580
2610802000,26,108,2,0,Ukyo,Kuroda,RICE,other,2022,562
2610803000,26,108,3,0,Ukyo,Yamaguni,RICE,other,2017,10155
2610803000,26,108,3,0,Ukyo,Yamaguni,RICE,other,2018,9934
2610803000,26,108,3,0,Ukyo,Yamaguni,RICE,other,2019,9795
2610803000,26,108,3,0,Ukyo,Yamaguni,RICE,other,2020,9739
2610803000,26,108,3,0,Ukyo,Yamaguni,RICE,other,2021,9637
2610803000,26,108,3,0,Ukyo,Yamaguni,RICE,other,2022,9343
2610804000,26,108,4,0,Ukyo,Shuzan,RICE,other,2017,5191
2610804000,26,108,4,0,Ukyo,Shuzan,RICE,other,2018,5077
2610804000,26,108,4,0,Ukyo,Shuzan,RICE,other,2019,5007
2610804000,26,108,4,0,Ukyo,Shuzan,RICE,other,2020,4978
2610804000,26,108,4,0,Ukyo,Shuzan,RICE,other,2021,4926
2610804000,26,108,4,0,Ukyo,Shuzan,RICE,other,2022,4775
2610805000,26,108,5,0,Ukyo,Hosono,RICE,other,2017,2512
2610805000,26,108,5,0,Ukyo,Hosono,RICE,other,2018,2457
2610805000,26,108,5,0,Ukyo,Hosono,RICE,other,2019,2423
2610805000,26,108,5,0,Ukyo,Hosono,RICE,other,2020,2409
2610805000,26,108,5,0,Ukyo,Hosono,RICE,other,2021,2383
2610805000,26,108,5,0,Ukyo,Hosono,RICE,other,2022,2311
2610806000,26,108,6,0,Ukyo,Uzu,RICE,other,2017,1529
2610806000,26,108,6,0,Ukyo,Uzu,RICE,other,2018,1496
2610806000,26,108,6,0,Ukyo,Uzu,RICE,other,2019,1475
2610806000,26,108,6,0,Ukyo,Uzu,RICE,other,2020,1466
2610806000,26,108,6,0,Ukyo,Uzu,RICE,other,2021,1451
2610806000,26,108,6,0,Ukyo,Uzu,RICE,other,2022,1407
2610807000,26,108,7,0,Ukyo,Yuge,RICE,other,2017,10762
2610807000,26,108,7,0,Ukyo,Yuge,RICE,other,2018,10528
2610807000,26,108,7,0,Ukyo,Yuge,RICE,other,2019,10381
2610807000,26,108,7,0,Ukyo,Yuge,RICE,other,2020,10322
2610807000,26,108,7,0,Ukyo,Yuge,RICE,other,2021,10213
2610807000,26,108,7,0,Ukyo,Yuge,RICE,other,2022,9902
2610801000,26,108,1,0,Ukyo,Ukyo,VEG,,2023,14700
2610801000,26,108,1,0,Ukyo,Ukyo,VEG,,2022,14730
2610801000,26,108,1,0,Ukyo,Ukyo,VEG,,2021,14740
2610801000,26,108,1,0,Ukyo,Ukyo,VEG,,2020,14590
2610801000,26,108,1,0,Ukyo,Ukyo,VEG,,2019,14610
2610801000,26,108,1,0,Ukyo,Ukyo,VEG,,2018,14610
2610801000,26,108,1,0,Ukyo,Ukyo,VEG,,2017,14670
2610802000,26,108,2,0,Ukyo,Kuroda,VEG,,2023,492
2610802000,26,108,2,0,Ukyo,Kuroda,VEG,,2022,471
2610802000,26,108,2,0,Ukyo,Kuroda,VEG,,2021,479
2610802000,26,108,2,0,Ukyo,Kuroda,VEG,,2020,508
2610802000,26,108,2,0,Ukyo,Kuroda,VEG,,2019,465
2610802000,26,108,2,0,Ukyo,Kuroda,VEG,,2018,482
2610802000,26,108,2,0,Ukyo,Kuroda,VEG,,2017,461
2610803000,26,108,3,0,Ukyo,Yamaguni,VEG,,2023,846
2610803000,26,108,3,0,Ukyo,Yamaguni,VEG,,2022,811
2610803000,26,108,3,0,Ukyo,Yamaguni,VEG,,2021,824
2610803000,26,108,3,0,Ukyo,Yamaguni,VEG,,2020,874
2610803000,26,108,3,0,Ukyo,Yamaguni,VEG,,2019,800
2610803000,26,108,3,0,Ukyo,Yamaguni,VEG,,2018,830
2610803000,26,108,3,0,Ukyo,Yamaguni,VEG,,2017,793
2610804000,26,108,4,0,Ukyo,Shuzan,VEG,,2023,1818
2610804000,26,108,4,0,Ukyo,Shuzan,VEG,,2022,1742
2610804000,26,108,4,0,Ukyo,Shuzan,VEG,,2021,1770
2610804000,26,108,4,0,Ukyo,Shuzan,VEG,,2020,1877
2610804000,26,108,4,0,Ukyo,Shuzan,VEG,,2019,1718
2610804000,26,108,4,0,Ukyo,Shuzan,VEG,,2018,1784
2610804000,26,108,4,0,Ukyo,Shuzan,VEG,,2017,1704
2610805000,26,108,5,0,Ukyo,Hosono,VEG,,2023,354
2610805000,26,108,5,0,Ukyo,Hosono,VEG,,2022,340
2610805000,26,108,5,0,Ukyo,Hosono,VEG,,2021,345
2610805000,26,108,5,0,Ukyo,Hosono,VEG,,2020,366
2610805000,26,108,5,0,Ukyo,Hosono,VEG,,2019,335
2610805000,26,108,5,0,Ukyo,Hosono,VEG,,2018,348
2610805000,26,108,5,0,Ukyo,Hosono,VEG,,2017,332
2610806000,26,108,6,0,Ukyo,Uzu,VEG,,2023,343
2610806000,26,108,6,0,Ukyo,Uzu,VEG,,2022,329
2610806000,26,108,6,0,Ukyo,Uzu,VEG,,2021,334
2610806000,26,108,6,0,Ukyo,Uzu,VEG,,2020,354
2610806000,26,108,6,0,Ukyo,Uzu,VEG,,2019,324
2610806000,26,108,6,0,Ukyo,Uzu,VEG,,2018,337
2610806000,26,108,6,0,Ukyo,Uzu,VEG,,2017,322
2610807000,26,108,7,0,Ukyo,Yuge,VEG,,2023,1406
2610807000,26,108,7,0,Ukyo,Yuge,VEG,,2022,1348
2610807000,26,108,7,0,Ukyo,Yuge,VEG,,2021,1369
2610807000,26,108,7,0,Ukyo,Yuge,VEG,,2020,1452
2610807000,26,108,7,0,Ukyo,Yuge,VEG,,2019,1329
2610807000,26,108,7,0,Ukyo,Yuge,VEG,,2018,1380
2610807000,26,108,7,0,Ukyo,Yuge,VEG,,2017,1318
2610900000,26,109,0,0,Fushimi,,RICE,other,2017,41300
2610900000,26,109,0,0,Fushimi,,RICE,other,2018,39700
2610900000,26,109,0,0,Fushimi,,RICE,other,2019,38890
2610900000,26,109,0,0,Fushimi,,RICE,other,2020,38040
2610900000,26,109,0,0,Fushimi,,RICE,other,2021,37500
2610900000,26,109,0,0,Fushimi,,RICE,other,2022,37370
2610900000,26,109,0,0,Fushimi,,TEA,sencha,2021,10
2610900000,26,109,0,0,Fushimi,,TEA,sencha,2024,30
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2015,70
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2016,140
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2017,100
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2018,100
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2019,100
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2020,100
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2021,30
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2022,30
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2023,30
2610900000,26,109,0,0,Fushimi,,TEA,gyokuro,2024,0
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2015,600
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2016,370
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2017,410
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2018,410
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2019,400
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2020,400
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2021,320
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2022,270
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2023,270
2610900000,26,109,0,0,Fushimi,,TEA,tencha,2024,270
2610900000,26,109,0,0,Fushimi,,VEG,,2023,39130
2610900000,26,109,0,0,Fushimi,,VEG,,2022,40460
2610900000,26,109,0,0,Fushimi,,VEG,,2021,40790
2610900000,26,109,0,0,Fushimi,,VEG,,2020,41530
2610900000,26,109,0,0,Fushimi,,VEG,,2019,41620
2610900000,26,109,0,0,Fushimi,,VEG,,2018,41840
2610900000,26,109,0,0,Fushimi,,VEG,,2017,42990
2611000000,26,110,0,0,Yamashina,,RICE,other,2017,5510
2611000000,26,110,0,0,Yamashina,,RICE,other,2018,5280
2611000000,26,110,0,0,Yamashina,,RICE,other,2019,5000
2611000000,26,110,0,0,Yamashina,,RICE,other,2020,4780
2611000000,26,110,0,0,Yamashina,,RICE,other,2021,4610
2611000000,26,110,0,0,Yamashina,,RICE,other,2022,4320
2611000000,26,110,0,0,Yamashina,,VEG,,2023,6950
2611000000,26,110,0,0,Yamashina,,VEG,,2022,7030
2611000000,26,110,0,0,Yamashina,,VEG,,2021,7240
2611000000,26,110,0,0,Yamashina,,VEG,,2020,7580
2611000000,26,110,0,0,Yamashina,,VEG,,2019,7580
2611000000,26,110,0,0,Yamashina,,VEG,,2018,7580
2611000000,26,110,0,0,Yamashina,,VEG,,2017,7580
2611100000,26,111,0,0,Nishikyo,,RICE,other,2017,14450
2611100000,26,111,0,0,Nishikyo,,RICE,other,2018,13780
2611100000,26,111,0,0,Nishikyo,,RICE,other,2019,13550
2611100000,26,111,0,0,Nishikyo,,RICE,other,2020,13450
2611100000,26,111,0,0,Nishikyo,,RICE,other,2021,13200
2611100000,26,111,0,0,Nishikyo,,RICE,other,2022,12650
2611100000,26,111,0,0,Nishikyo,,VEG,,2023,26840
2611100000,26,111,0,0,Nishikyo,,VEG,,2022,26780
2611100000,26,111,0,0,Nishikyo,,VEG,,2021,27010
2611100000,26,111,0,0,Nishikyo,,VEG,,2020,27030
2611100000,26,111,0,0,Nishikyo,,VEG,,2019,27190
2611100000,26,111,0,0,Nishikyo,,VEG,,2018,27430
2611100000,26,111,0,0,Nishikyo,,VEG,,2017,27500
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2017,149900
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2018,145200
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2019,139700
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2020,139500
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2021,134600
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2022,129900
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2023,126400
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2024,124200
2620100000,26,201,0,0,Fukuchiyama,,RICE,koshihikari,2025,132100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2015,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2016,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2017,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2018,130
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2019,110
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2020,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2021,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2022,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2023,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,sencha,2024,100
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2015,60
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2016,60
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2017,60
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2018,60
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2019,60
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2020,20
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2021,20
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2022,0
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2023,0
2620100000,26,201,0,0,Fukuchiyama,,TEA,kabuse,2024,0
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2015,720
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2016,720
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2017,740
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2018,750
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2019,580
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2020,550
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2021,560
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2022,480
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2023,440
2620100000,26,201,0,0,Fukuchiyama,,TEA,gyokuro,2024,440
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2015,680
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2016,670
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2017,650
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2018,580
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2019,620
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2020,570
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2021,550
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2022,550
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2023,550
2620100000,26,201,0,0,Fukuchiyama,,TEA,tencha,2024,550
2620100000,26,201,0,0,Fukuchiyama,,VEG,,2021,74600
2620100000,26,201,0,0,Fukuchiyama,,VEG,,2020,75100
2620100000,26,201,0,0,Fukuchiyama,,VEG,,2019,75700
2620100000,26,201,0,0,Fukuchiyama,,VEG,,2018,75900
2620100000,26,201,0,0,Fukuchiyama,,VEG,,2017,75900
2620100000,26,201,0,0,Fukuchiyama,,VEG,,2016,76100
2620100000,26,201,0,0,Fukuchiyama,,VEG,,2015,76600
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2017,59100
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2018,57700
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2019,56200
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2020,54500
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2021,53700
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2022,52200
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2023,50600
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2024,50800
2620200000,26,202,0,0,Maizuru,,RICE,koshihikari,2025,51300
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2015,240
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2016,240
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2017,240
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2018,240
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2019,240
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2020,350
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2021,250
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2022,250
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2023,290
2620200000,26,202,0,0,Maizuru,,TEA,sencha,2024,280
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2015,300
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2016,330
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2017,330
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2018,330
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2019,330
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2020,210
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2021,210
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2022,230
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2023,220
2620200000,26,202,0,0,Maizuru,,TEA,gyokuro,2024,230
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2015,670
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2016,670
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2017,670
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2018,670
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2019,670
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2020,540
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2021,540
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2022,540
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2023,520
2620200000,26,202,0,0,Maizuru,,TEA,tencha,2024,530
2620200000,26,202,0,0,Maizuru,,VEG,,2021,32600
2620200000,26,202,0,0,Maizuru,,VEG,,2020,32600
2620200000,26,202,0,0,Maizuru,,VEG,,2019,32700
2620200000,26,202,0,0,Maizuru,,VEG,,2018,32700
2620200000,26,202,0,0,Maizuru,,VEG,,2017,33000
2620200000,26,202,0,0,Maizuru,,VEG,,2016,33500
2620200000,26,202,0,0,Maizuru,,VEG,,2015,33600
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2017,131100
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2018,127100
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2019,124900
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2020,122100
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2021,117300
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2022,117100
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2023,113500
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2024,112800
2620300000,26,203,0,0,Ayabe,,RICE,koshihikari,2025,114400
2620300000,26,203,0,0,Ayabe,,TEA,kabuse,2015,50
2620300000,26,203,0,0,Ayabe,,TEA,kabuse,2016,50
